"product_id","product_name","alergen_tags"
"13143","Nut Brothers Peanut Butter Probiotic & Cranberry","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13014","Sanitarium Weetbix Bites Wheat Biscuits Apricot","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"15193","Pams Finest Crunchy Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"7501","Eclipse Wholefoods Slow Roasted Muesli Honey Nut Crunch","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11109","Uncle Tobys Delicious Blends Rolled Oats Blueberry & Coconut","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14026","Kellogg's Mystery Flavour Coco Pops Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"4890","Raspberry & Maple Nut Nograin-Ola","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Wheat Free""]"
"16088","Pic's Really Good Smooth Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"9947","Everything Breakfast - Chocolate Hemp & Hazel","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"12741","Hubbards Cereal Bran & Berry","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14872","Pams Bran & Sultana Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"10827","Macro Organic Peanut Butter Smooth","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"16603","Cacao, Hazelnut & Vanilla Porridge","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15514","Vegemite Salt Reduced Spread","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14104","Jordans Berry Crunchy Oat Granola","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11098","Uncle Tobys Quick Oats Berry Variety","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"12831","Vegemite 40% Reduced Salt","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"4904","Peanut Butter Smooth","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14115","Kellogg's Sultana Bran With Oat Clusters Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"11004","Pure Delish Local As Granola Blackberry Blueberry","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11442","Haribo Sweets Gold Bears","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14124","Sanitarium Puffed Wheat Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14082","Sanitarium Weet-Bix Organic Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7529","Blue Frog Nuts & Seeds - Macadamia Almond & Manuka Honey","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14121","Kellogg's All-Bran Original Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13308","Sanitarium Up & Go Breakfast Drink Banana","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7527","Blue Frog Probiotic Porridge Vanilla Bean and Chia Seed","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13023","Sanitarium Cereal Honey Puffs","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"9295","Eco Pac Heritage Flakes","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7773","Organic Raw Muesli - Fruit & Nut","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15159","Pic's Really Good Crunchy Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"7461","Paleo Hero Primal Muesli","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Soy Free"",""Wheat Free""]"
"13659","Jordans Granola Low Sugar Blueberry Coconut","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"6668","Organic Crack'd Smooth Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"9805","Kialla Organic Plain Flour Unbleached White Bulk","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7526","Blue Frog Raspberry Vanilla Probiotic Granola","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13657","Uncle Tobys Quick Oats Creamy Honey","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13147","Nut Brothers Peanut Butter Super Crunchy No Added Salt","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14083","I Love Breakfast Cocoa Magic Crunch Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14087","Kellogg's Corn Flakes Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"9615","Lotus Organic Spelt Flakes Rolled","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7058","Plenty Peanut Butter Smooth","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"7759","Granola - Rosella Cinnamon","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11111","Vogels Muesli Clusters Cranberry & Blackcurant","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13468","Uncle Tobys Quick Oats Fruit Variety","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"9206","Forty Thieves Peanut Butter Crunchy","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13307","Sanitarium Up & Go Breakfast Drink Choc Ice","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13793","Weight Watchers Cereal Berry Flakes","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7761","Granola - Chocolate Vanilla","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"6667","Organic Crack'd Whole Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15164","Pams Finest Crunchy Peanut Butter with Chia & Flaxseed","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13669","Jordans Granola Low Sugar Almond Hazelnut","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14871","Uncle Tobys Delicious Blends Roasted Almond Currant & Maple Flavour Sachets","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14119","Pams Wheat Biskits","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"9638","Eat Real Veggie Straws Multipack (5)","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7532","Blue Frog Manuka Honey Probiotic Granola","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15156","Pams Finest Smooth Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"4893","Organic Whole Peanut Butter - Smooth","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14098","Kellogg's Guardian Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13665","Uncle Tobys Big Bowl Quick Oats Banana & Honey","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"9538","Down To Earth Organic Corn Flakes","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"7760","Granola - Coconut Banana","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"6665","Organic Superspread - FODMAP Friendly","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Soy Free"",""Wheat Free""]"
"7414","Loving Earth Buckinis Caramelised Clusters","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"8867","Good Morning Buckwheat Puffs","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"6664","Organic Superspread - Low Aussie Salt","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Soy Free"",""Wheat Free""]"
"16605","Raspberry, Coconut & Toasted Almond","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free""]"
"8924","Kialla Organic Wholegrain Spelt Flour 5kg Bulk","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14117","Pams Finest Luxury Berry Granola","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"15115","Sanitarium No Added Sugar or Salt Crunchy Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"7505","Eclipse Wholefoods Modern No-Nut Granola Vanilla Maple Clusters","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13278","Peanut Butter Crunchy No Salt","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13016","Sanitarium Light N Tasty Cereal Berry Fruits","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13461","Countdown Toasted Muesli Tropical","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"7503","Eclipse Wholefoods Slow Roasted Muesli Australian Honey and Coconut","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"16606","KETO Peanut, Almond & Raspberry","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15525","Pams Smooth Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11573","Be Natural Granola Berry Bliss","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14093","Kellogg's Nutri-Grain Breakfast Cereal","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"15530","Vegemite Spread","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13655","Uncle Tobys Big Bowl Quick Oats Honey","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"4932","Probiotic Maple & Maca Easy Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"15177","Pic's Really Good Crunchy Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"9221","Well & Truly Macadamia Gold Artisan Spread","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Soy Free"",""Wheat Free""]"
"13482","Vogels Cafe Style Keto Friendly Muesli Toasted Peanut, Coconut, Cacao","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"9661","Ceres Organic Gluten Free Super Grain Muesli","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"11920","Blue Frog Granola Blueberry Almond Cinnamon","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11484","Forty Thieves Superfood Butter Chocolate, Nuts & Seeds","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"16087","Bega Crunchy Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13649","Vogels Muesli Clusters Crunchy Honey","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"4928","Peanut Butter Smooth No Salt","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14113","Pams Rice Snaps","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"9224","Chantal Organic Whole Peanut Butter Smooth","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11819","Barkers Berry Topping Strawberry Sundae Sauce","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"4883","Original Chunky Nut Muesli","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"9131","Hubbards - TGGF Berry Muesli","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"14131","Jordans Cherry & Almond Low Sugar Granola","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"12433","Natures Path Cereal Mesa Sunrise Organic","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"15189","Pic's Really Good Smooth Peanut Butter Slugs","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15194","Bega Smooth Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13668","Vogels Creamy Porridge Cranberry, Currants & Coconut","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"6670","Organic Crack'd Crunchy Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"7459","Paleo Hero Vegan Muesli","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Soy Free"",""Wheat Free""]"
"13487","Uncle Tobys Rolled Oats Hazelnut & Cinnamon","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15163","Vegemite Spread","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"11008","Uncle Tobys Quick Oats Classic Variety","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"12330","Sanitarium Weetbix Wheat Biscuits Lower Cholesterol","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"11105","Uncle Tobys Rolled Oats Raspberry Almond & Vanilla","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"16602","Manuka Honey & Hemp Heart Porridge","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"12432","Freedom Foods Active Balance Cereal Buckwheat & Quinoa Gluten Free","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Tree-nut Free""]"
"16069","Pams Superfoods Buckwheat","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13652","Hubbards Amazing Gluten Free Muesli 5 Grain & Berry","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13286","Delisio Potato Chips Caramelised Onion & Balsamic","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"15532","Pams Smooth Peanut Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"4895","Organic Whole Peanut Butter - Crunchy","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13144","Sanitarium Peanut Butter Smooth No Added Sugar Or Salt","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"15186","Pams Twisted Hazelnut Spread","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Wheat Free""]"
"6663","Organic Superspread - The Original","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Soy Free"",""Wheat Free""]"
"13306","Sanitarium Up & Go Energize Breakfast Drink Coffee","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"9978","Streets Paddle Pop Ice Cream Cyclone 688ml","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13930","Lifesavers Tingles Fruit Multipack","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"13484","Harraways Oat Singles Kiwi Favourites","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"14103","Pams Instant Oats Brown Sugar & Honey","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"12993","Chupa Chups Lollipops Best Of Bag","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Tree-nut Free"",""Wheat Free""]"
"14106","Uncle Tobys Oats Quick Sachets Creamy Vanilla Sachets","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"11007","Harraways Oat Singles Kamahi Honey","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"9167","Forty Thieves Hazel Nut Crunch w Organic Cocoa","[""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11108","Harraways Oat Singles Apple Sultana & Cinnamon","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"14120","Pams Instant Oats Cranberry & Apple Sachets","[""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"9619","Lotus Organic Rolled Oats Traditional Creamy Style","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"11924","Blue Frog Cereal Coco Munch","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"7802","Almond & Cardamom Keto Granola","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"4918","Bircher Muesli","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14086","Pams Rolled Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"9618","Lotus Organic Rolled Oats Unstabilised","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"8716","Food to Nourish Sprouted Cashew Spread","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13146","Fix & Fogg Almond Butter Crunchy","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13473","Uncle Tobys Big Bowl Quick Oats Original","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"4880","Misomite","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free""]"
"11940","Legendary Locals Granola Honey & Nut","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"4919","Original Granola","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"14110","Harraways Oat-active Simply Original Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"4911","Dark Chocolate + Goji Berry Granola","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13465","Macro Organic Rolled Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"4894","Organic Quick Rolled Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"9135","Kellogg's Special KÂ® Gluten Free Almond and Cranberry","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11095","Harraways Rolled Oats Organic","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"13488","Uncle Tobys Quick Oats Apple & Cinnamon","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"8128","Cinnamon Pecan Keto Granola","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"11094","Vogels Delightful Granola Apple Cinnamon","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13475","Uncle Tobys Quick Oats Brown Sugar & Cinnamon","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"13670","Something To Crow About Muesli Raspberry, Almond & Coconut","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13466","Macro Organic Quick Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"13145","Pics Really Good Almond Butter Double Crunch","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"4885","Cinnamon Spiced Almond Butter With Chia & Hemp","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"13673","Uncle Tobys Porridge Milk Oaties","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"7398","Lotus Oats Steel Cut","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"7753","Macadamia Clusters Keto Granola","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"9626","Lotus Organic Quick Oats","[""Dairy Free"",""Egg Free"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Tree-nut Free"",""Wheat Free""]"
"11921","Something To Crow About Muesli Almond Coconut & Orange","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
"8447","Ceres Organic Almond Butter","[""Dairy Free"",""Egg Free"",""Gluten Free Coeliac/Celiac"",""Peanut Free"",""Sesame Free"",""Soy Free"",""Wheat Free""]"
